x;y
120;119
120;117
120;116
120;113
120;111
120;110
120;108
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;107
120;106
120;105
120;102
120;101
120;99
117;97
116;95
115;94
113;93
112;91
109;89
108;87
107;86
105;85
103;82
103;81
103;79
103;78
103;75
103;73
103;70
103;67
103;62
103;59
103;56
102;53
99;46
98;43
97;40
95;36
93;29
91;26
90;22
88;18
87;10
87;5
87;0
87;-3
87;-13
87;-18
87;-23
87;-27
87;-37
87;-42
87;-46
87;-49
87;-56
87;-60
87;-64
87;-67
87;-72
87;-75
87;-78
87;-80
87;-86
87;-88
87;-91
87;-93
87;-98
87;-100
87;-102
87;-104
87;-109
87;-111
87;-112
87;-114
87;-118
87;-119
87;-121
87;-121
87;-121
87;-121
87;-121
87;-121
87;-121
87;-119
87;-115
87;-112
87;-106
87;-102
87;-101
87;-101
87;-101
87;-101
87;-102
87;-103
87;-106
87;-107
86;-109
85;-110
82;-114
80;-115
79;-117
76;-120
74;-120
